"table_catalog","table_schema","table_name","column_name","ordinal_position","column_default","is_nullable","data_type","comment","extra_info"
"awsdatacatalog","default","asset_de_history_sf","id","1",,"YES","varchar",,
"awsdatacatalog","default","asset_de_history_sf","isdeleted","2",,"YES","boolean",,
"awsdatacatalog","default","asset_de_history_sf","parentid","3",,"YES","varchar",,
"awsdatacatalog","default","asset_de_history_sf","createdbyid","4",,"YES","varchar",,
"awsdatacatalog","default","asset_de_history_sf","createddate","5",,"YES","varchar",,
"awsdatacatalog","default","asset_de_history_sf","field","6",,"YES","varchar",,
"awsdatacatalog","default","asset_de_history_sf","datatype","7",,"YES","varchar",,
"awsdatacatalog","default","asset_de_history_sf","oldvalue","8",,"YES","varchar",,
"awsdatacatalog","default","asset_de_history_sf","newvalue","9",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","id","1",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","ownerid","2",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","isdeleted","3",,"YES","boolean",,
"awsdatacatalog","default","asset_de_sf","name","4",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","createddate","5",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","createdbyid","6",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","lastmodifieddate","7",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","lastmodifiedbyid","8",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","systemmodstamp","9",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","lastvieweddate","10",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","lastreferenceddate","11",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","added_by__c","12",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","added_to_fleet__c","13",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","asset_unique_name__c","14",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","asset_added_by__c","15",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","assigned_member__c","16",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","last_repaired_by__c","17",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","last_service_date__c","18",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","location__c","19",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","order_de__c","20",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","order_item_de__c","21",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","owner_name__c","22",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","product_de__c","23",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","sku__c","24",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","arrival_date__c","25",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","product_variant_name__c","26",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","pallet_de__c","27",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","transfer_de__c","28",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","serial_number__c","29",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","status__c","30",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","pdf__c","31",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","product_name__c","32",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","product_colour__c","33",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","product_type__c","34",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","service_type__c","35",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","circuly_url__c","36",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","new_circuly_url__c","37",,"YES","varchar",,
"awsdatacatalog","default","asset_de_sf","delivery_de__c","38",,"YES","varchar",,
"awsdatacatalog","default","asset_duplicate_latest_map","duplicate_asset__c","1",,"YES","varchar",,
"awsdatacatalog","default","asset_duplicate_latest_map","latest_asset__c","2",,"YES","varchar",,
"awsdatacatalog","default","asset_duplicate_status","id","1",,"YES","varchar",,
"awsdatacatalog","default","asset_duplicate_status","dup_reason","2",,"YES","varchar(7)",,
"awsdatacatalog","default","asset_duplicate_status","duplicate__c","3",,"YES","boolean",,
"awsdatacatalog","default","asset_event_de_sf","id","1",,"YES","varchar",,
"awsdatacatalog","default","asset_event_de_sf","ownerid","2",,"YES","varchar",,
"awsdatacatalog","default","asset_event_de_sf","isdeleted","3",,"YES","boolean",,
"awsdatacatalog","default","asset_event_de_sf","name","4",,"YES","varchar",,
"awsdatacatalog","default","asset_event_de_sf","createddate","5",,"YES","varchar",,
"awsdatacatalog","default","asset_event_de_sf","createdbyid","6",,"YES","varchar",,
"awsdatacatalog","default","asset_event_de_sf","lastmodifieddate","7",,"YES","varchar",,
"awsdatacatalog","default","asset_event_de_sf","lastmodifiedbyid","8",,"YES","varchar",,
"awsdatacatalog","default","asset_event_de_sf","systemmodstamp","9",,"YES","varchar",,
"awsdatacatalog","default","asset_event_de_sf","lastvieweddate","10",,"YES","varchar",,
"awsdatacatalog","default","asset_event_de_sf","lastreferenceddate","11",,"YES","varchar",,
"awsdatacatalog","default","asset_event_de_sf","asset_de__c","12",,"YES","varchar",,
"awsdatacatalog","default","asset_event_de_sf","asset_id__c","13",,"YES","varchar",,
"awsdatacatalog","default","asset_event_de_sf","bike_checks__c","14",,"YES","boolean",,
"awsdatacatalog","default","asset_event_de_sf","logged__c","15",,"YES","varchar",,
"awsdatacatalog","default","asset_event_de_sf","mechanic__c","16",,"YES","varchar",,
"awsdatacatalog","default","asset_event_de_sf","parts_replaced__c","17",,"YES","varchar",,
"awsdatacatalog","default","asset_event_de_sf","parts_required__c","18",,"YES","varchar",,
"awsdatacatalog","default","asset_event_de_sf","pass_fail__c","19",,"YES","varchar",,
"awsdatacatalog","default","asset_event_de_sf","repaired__c","20",,"YES","varchar",,
"awsdatacatalog","default","asset_event_de_sf","service_location__c","21",,"YES","varchar",,
"awsdatacatalog","default","asset_event_de_sf","service_logged_by__c","22",,"YES","varchar",,
"awsdatacatalog","default","asset_event_de_sf","service_type__c","23",,"YES","varchar",,
"awsdatacatalog","default","asset_event_de_sf","status__c","24",,"YES","varchar",,
"awsdatacatalog","default","asset_event_de_sf","asset_product__c","25",,"YES","varchar",,
"awsdatacatalog","default","asset_event_de_sf","asset_sku__c","26",,"YES","varchar",,
"awsdatacatalog","default","asset_event_de_sf","member_name__c","27",,"YES","varchar",,
"awsdatacatalog","default","asset_event_de_sf","new_value__c","28",,"YES","varchar",,
"awsdatacatalog","default","asset_event_de_sf","old_value__c","29",,"YES","varchar",,
"awsdatacatalog","default","asset_event_de_sf","scanned_by__c","30",,"YES","varchar",,
"awsdatacatalog","default","asset_history_sf","id","1",,"YES","varchar",,
"awsdatacatalog","default","asset_history_sf","isdeleted","2",,"YES","boolean",,
"awsdatacatalog","default","asset_history_sf","assetid","3",,"YES","varchar",,
"awsdatacatalog","default","asset_history_sf","createdbyid","4",,"YES","varchar",,
"awsdatacatalog","default","asset_history_sf","createddate","5",,"YES","varchar",,
"awsdatacatalog","default","asset_history_sf","field","6",,"YES","varchar",,
"awsdatacatalog","default","asset_history_sf","datatype","7",,"YES","varchar",,
"awsdatacatalog","default","asset_history_sf","oldvalue","8",,"YES","varchar",,
"awsdatacatalog","default","asset_history_sf","newvalue","9",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin","s_asset","1",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin","rnk_checkin","2",,"YES","bigint",,
"awsdatacatalog","default","asset_last_service_checkin","service_date","3",,"YES","date",,
"awsdatacatalog","default","asset_last_service_checkin","service_type","4",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin","service_id","5",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin","service_name","6",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin","asset_id","7",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin","asset_name","8",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin","asset_status","9",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin","warehouse_location__c","10",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin","warehouse_location_name","11",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin","wl_warehouse","12",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin","product_id","13",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin","product_sku","14",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin","brand__c","15",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin","model__c","16",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin","colour__c","17",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin","asset_type__c","18",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin","product_name","19",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin","product_family","20",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","s_asset","1",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","rnk_checkin","2",,"YES","bigint",,
"awsdatacatalog","default","asset_last_service_checkin1","service_date","3",,"YES","date",,
"awsdatacatalog","default","asset_last_service_checkin1","service_type","4",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","id","5",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","contactid","6",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","accountid","7",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","parentid","8",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","rootassetid","9",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","product2id","10",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","productcode","11",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","productfamily","12",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","productdescription","13",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","iscompetitorproduct","14",,"YES","boolean",,
"awsdatacatalog","default","asset_last_service_checkin1","createddate","15",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","createdbyid","16",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","lastmodifieddate","17",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","lastmodifiedbyid","18",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","systemmodstamp","19",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","isdeleted","20",,"YES","boolean",,
"awsdatacatalog","default","asset_last_service_checkin1","name","21",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","serialnumber","22",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","installdate","23",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","purchasedate","24",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","usageenddate","25",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","status","26",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","price","27",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","quantity","28",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","description","29",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","ownerid","30",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","assetprovidedbyid","31",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","assetservicedbyid","32",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","isinternal","33",,"YES","boolean",,
"awsdatacatalog","default","asset_last_service_checkin1","assetlevel","34",,"YES","integer",,
"awsdatacatalog","default","asset_last_service_checkin1","stockkeepingunit","35",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","street","36",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","city","37",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","state","38",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","postalcode","39",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","country","40",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","latitude","41",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","longitude","42",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","geocodeaccuracy","43",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","address","44",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","lastvieweddate","45",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","lastreferenceddate","46",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","added_to_fleet__c","47",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","asset_type__c","48",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","box_size__c","49",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","last_serviced_by__c","50",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","last_serviced_date__c","51",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","packed_with_another_item__c","52",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","preferred_courier__c","53",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","separate_courier__c","54",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","serial_number__c","55",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","warehouse__c","56",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","sku__c","57",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","brand__c","58",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","model__c","59",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","colour__c","60",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","assigned_order__c","61",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","grade__c","62",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","added_by__c","63",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","qr__c","64",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","owner__c","65",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","type__c","66",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","asset_name_unique__c","67",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","product_description__c","68",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","asset_added_by__c","69",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","product_sku__c","70",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","product_brand__c","71",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","product_model__c","72",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","product_colour__c","73",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","frame_number__c","74",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","stock_error__c","75",,"YES","boolean",,
"awsdatacatalog","default","asset_last_service_checkin1","warehouse_location__c","76",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","duplicate__c","77",,"YES","boolean",,
"awsdatacatalog","default","asset_last_service_checkin1","duplicate_reason__c","78",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","delivery_date__c","79",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","trade_price__c","80",,"YES","double",,
"awsdatacatalog","default","asset_last_service_checkin1","invoice_number__c","81",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","bike_size__c","82",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","product_asset_type__c","83",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","pdf_link__c","84",,"YES","varchar",,
"awsdatacatalog","default","asset_last_service_checkin1","warehouse_name__c","85",,"YES","varchar",,
"awsdatacatalog","default","asset_panda_export","asset_id","1",,"YES","varchar",,
"awsdatacatalog","default","asset_panda_export","sku","2",,"YES","varchar",,
"awsdatacatalog","default","asset_panda_export","brand","3",,"YES","varchar",,
"awsdatacatalog","default","asset_panda_export","model","4",,"YES","varchar",,
"awsdatacatalog","default","asset_panda_export","colour","5",,"YES","varchar",,
"awsdatacatalog","default","asset_panda_export","assigned_order_id","6",,"YES","varchar",,
"awsdatacatalog","default","asset_panda_export","asset_type","7",,"YES","varchar",,
"awsdatacatalog","default","asset_panda_export","added_by","8",,"YES","varchar",,
"awsdatacatalog","default","asset_panda_export","last_serviced_by","9",,"YES","varchar",,
"awsdatacatalog","default","asset_panda_export","date_of_last_service","10",,"YES","varchar",,
"awsdatacatalog","default","asset_panda_export","date_added","11",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","id","1",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","contactid","2",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","accountid","3",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","parentid","4",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","rootassetid","5",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","product2id","6",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","productcode","7",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","productfamily","8",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","productdescription","9",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","iscompetitorproduct","10",,"YES","boolean",,
"awsdatacatalog","default","asset_sf","createddate","11",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","createdbyid","12",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","lastmodifieddate","13",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","lastmodifiedbyid","14",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","systemmodstamp","15",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","isdeleted","16",,"YES","boolean",,
"awsdatacatalog","default","asset_sf","name","17",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","serialnumber","18",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","installdate","19",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","purchasedate","20",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","usageenddate","21",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","status","22",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","price","23",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","quantity","24",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","description","25",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","ownerid","26",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","assetprovidedbyid","27",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","assetservicedbyid","28",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","isinternal","29",,"YES","boolean",,
"awsdatacatalog","default","asset_sf","assetlevel","30",,"YES","integer",,
"awsdatacatalog","default","asset_sf","stockkeepingunit","31",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","street","32",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","city","33",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","state","34",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","postalcode","35",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","country","36",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","latitude","37",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","longitude","38",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","geocodeaccuracy","39",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","address","40",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","lastvieweddate","41",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","lastreferenceddate","42",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","added_to_fleet__c","43",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","asset_type__c","44",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","box_size__c","45",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","last_serviced_by__c","46",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","last_serviced_date__c","47",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","packed_with_another_item__c","48",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","preferred_courier__c","49",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","separate_courier__c","50",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","serial_number__c","51",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","warehouse__c","52",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","sku__c","53",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","brand__c","54",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","model__c","55",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","colour__c","56",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","assigned_order__c","57",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","grade__c","58",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","added_by__c","59",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","qr__c","60",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","owner__c","61",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","type__c","62",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","asset_name_unique__c","63",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","product_description__c","64",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","asset_added_by__c","65",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","product_sku__c","66",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","product_brand__c","67",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","product_model__c","68",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","product_colour__c","69",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","frame_number__c","70",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","stock_error__c","71",,"YES","boolean",,
"awsdatacatalog","default","asset_sf","warehouse_location__c","72",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","duplicate__c","73",,"YES","boolean",,
"awsdatacatalog","default","asset_sf","duplicate_reason__c","74",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","delivery_date__c","75",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","trade_price__c","76",,"YES","double",,
"awsdatacatalog","default","asset_sf","invoice_number__c","77",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","bike_size__c","78",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","product_asset_type__c","79",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","pdf_link__c","80",,"YES","varchar",,
"awsdatacatalog","default","asset_sf","warehouse_name__c","81",,"YES","varchar",,
"awsdatacatalog","default","bike_checkin_checout","s_id","1",,"YES","varchar",,
"awsdatacatalog","default","bike_checkin_checout","s2_id","2",,"YES","varchar",,
"awsdatacatalog","default","bike_checkin_checout","rnk_checkin","3",,"YES","bigint",,
"awsdatacatalog","default","bike_checkin_checout","rnk_checkout","4",,"YES","bigint",,
"awsdatacatalog","default","bike_checkin_checout","min_checkin","5",,"YES","varchar",,
"awsdatacatalog","default","bike_checkin_checout","min_checkout","6",,"YES","varchar",,
"awsdatacatalog","default","bike_checkin_checout","checkin_date","7",,"YES","date",,
"awsdatacatalog","default","bike_checkin_checout","checkout_date","8",,"YES","date",,
"awsdatacatalog","default","bike_checkin_checout","s_type","9",,"YES","varchar",,
"awsdatacatalog","default","bike_checkin_checout","s2_type","10",,"YES","varchar",,
"awsdatacatalog","default","bike_checkin_checout","asset_id","11",,"YES","varchar",,
"awsdatacatalog","default","bike_checkin_checout","asset_name","12",,"YES","varchar",,
"awsdatacatalog","default","bike_checkin_checout","asset_status","13",,"YES","varchar",,
"awsdatacatalog","default","bike_checkin_checout","warehouse_location__c","14",,"YES","varchar",,
"awsdatacatalog","default","bike_checkin_checout","warehouse_location_name","15",,"YES","varchar",,
"awsdatacatalog","default","bike_checkin_checout","wl_warehouse","16",,"YES","varchar",,
"awsdatacatalog","default","bike_checkin_checout","product_id","17",,"YES","varchar",,
"awsdatacatalog","default","bike_checkin_checout","product_sku","18",,"YES","varchar",,
"awsdatacatalog","default","bike_checkin_checout","brand__c","19",,"YES","varchar",,
"awsdatacatalog","default","bike_checkin_checout","model__c","20",,"YES","varchar",,
"awsdatacatalog","default","bike_checkin_checout","colour__c","21",,"YES","varchar",,
"awsdatacatalog","default","bike_checkin_checout","asset_type__c","22",,"YES","varchar",,
"awsdatacatalog","default","bike_checkin_checout","product_name","23",,"YES","varchar",,
"awsdatacatalog","default","bike_checkin_checout","product_family","24",,"YES","varchar",,
"awsdatacatalog","default","bike_checkin_checout","duplicate__c","25",,"YES","boolean",,
"awsdatacatalog","default","blacklisted_member_sf","id","1",,"YES","varchar",,
"awsdatacatalog","default","blacklisted_member_sf","ownerid","2",,"YES","varchar",,
"awsdatacatalog","default","blacklisted_member_sf","isdeleted","3",,"YES","boolean",,
"awsdatacatalog","default","blacklisted_member_sf","name","4",,"YES","varchar",,
"awsdatacatalog","default","blacklisted_member_sf","createddate","5",,"YES","varchar",,
"awsdatacatalog","default","blacklisted_member_sf","createdbyid","6",,"YES","varchar",,
"awsdatacatalog","default","blacklisted_member_sf","lastmodifieddate","7",,"YES","varchar",,
"awsdatacatalog","default","blacklisted_member_sf","lastmodifiedbyid","8",,"YES","varchar",,
"awsdatacatalog","default","blacklisted_member_sf","systemmodstamp","9",,"YES","varchar",,
"awsdatacatalog","default","blacklisted_member_sf","lastvieweddate","10",,"YES","varchar",,
"awsdatacatalog","default","blacklisted_member_sf","lastreferenceddate","11",,"YES","varchar",,
"awsdatacatalog","default","blacklisted_member_sf","email__c","12",,"YES","varchar",,
"awsdatacatalog","default","blacklisted_member_sf","forename__c","13",,"YES","varchar",,
"awsdatacatalog","default","blacklisted_member_sf","surname__c","14",,"YES","varchar",,
"awsdatacatalog","default","blacklisted_member_sf","blacklist_reason__c","15",,"YES","varchar",,
"awsdatacatalog","default","blacklisted_member_sf","postcode__c","16",,"YES","varchar",,
"awsdatacatalog","default","canceled_subscriptions_byorder","shippinglatitude","1",,"YES","varchar",,
"awsdatacatalog","default","canceled_subscriptions_byorder","lastmodifieddate","2",,"YES","varchar",,
"awsdatacatalog","default","canceled_subscriptions_byorder","number_of_assets__c","3",,"YES","varchar",,
"awsdatacatalog","default","canceled_subscriptions_byorder","gc_member_id__c","4",,"YES","varchar",,
"awsdatacatalog","default","canceled_subscriptions_byorder","number_of_cancelled_subscriptions__c","5",,"YES","double",,
"awsdatacatalog","default","canceled_subscriptions_byorder","competitions_discounts_and_offers__pc","6",,"YES","boolean",,
"awsdatacatalog","default","canceled_subscriptions_byorder","accountsource","7",,"YES","varchar",,
"awsdatacatalog","default","canceled_subscriptions_byorder","date_of_most_recently_sent_invoice__c","8",,"YES","varchar",,
"awsdatacatalog","default","canceled_subscriptions_byorder","all_the_latest_news_about_our_bikes__pc","9",,"YES","boolean",,
"awsdatacatalog","default","canceled_subscriptions_byorder","number_of_active_bike_club_subscriptions__c","10",,"YES","double",,
"awsdatacatalog","default","canceled_subscriptions_byorder","photourl","11",,"YES","varchar",,
"awsdatacatalog","default","canceled_subscriptions_byorder","personmailingstate","12",,"YES","varchar",,
"awsdatacatalog","default","canceled_subscriptions_byorder","isdeleted","13",,"YES","boolean",,
